SALES_YEAR,COUNTRY_OR_TERRITORY,TIRE_SIZE,RIM_SIZE,TOTAL_INDUSTRY_SALES,SOM_OF_SIZES,GOODYEAR_SALES,OTHERS_SALES,SOM_OF_BRAND,BRAND_NAME,DESIGN_NAME,BRAND_TYPE,SALES_PRICE_IN_USD,GOODYEAR_BRAND_SALES,GOODYEAR_PATTERN_SALES,GOODYEAR_PATTERN_RANK_BY_SIZE_BRAND,COMPETITOR_BRAND,COMPETITOR_BRAND_SALES,COMPETITOR_SOM_OF_BRAND,COMPETITOR_PATTERN,COMPETITOR_SALES_PRICE_IN_USD,COMPETITOR_PATTERN_SALES,COMPETITOR_PATTERN_RANK_BY_SIZE_BRAND,LUX_SUV_CARPARC,TOTAL_CARPARC,LUX_SUV_RATIO,TOP_5_FITMENTS
1/1/2024,Mainland China,225/55R18,18,1356455.674,0.014013315,34356,19812,0.039933483,Cooper,CS4 TOURING PLUS,Others,78.2219,34356,5018,1,Primewell,1525.8073,0.007511078,PX WINTER500A,78.3644,1525.8073,1,3321226.331,3549176.903,0.93577368,"Jeep Compass, GAC Chuanqi GM8, Buick GL8, Hyundai ix35, Hyundai Tucson"
1/1/2024,Mainland China,225/55R18,18,1356455.674,0.014013315,34356,19812,0.039933483,Cooper,DISCOV ATT,Others,,34356,4943,15,Giti,13227.9737,0.065117227,COMFORT WINTER 50SUV,74.8024,361.9759,3,3321226.331,3549176.903,0.93577368,"Jeep Compass, GAC Chuanqi GM8, Buick GL8, Hyundai ix35, Hyundai Tucson"
1/1/2024,Mainland China,225/55R18,18,1356455.674,0.014013315,34356,19812,0.039933483,Goodyear,EFFIGRIP SUV,Internal,,34356,729,6,Joyroad,113.5819,0.000559129,GRAND TOURER H/T,69.7659,79.0236,1,3321226.331,3549176.903,0.93577368,"Jeep Compass, GAC Chuanqi GM8, Buick GL8, Hyundai ix35, Hyundai Tucson"
1/1/2024,Mainland China,225/55R18,18,1356455.674,0.014013315,34356,19812,0.039933483,Goodyear,EFFIGRIP SUV,Internal,,34356,729,6,Luxxan,73.4314,0.00036148,INSPIRER S4,55.9951,73.4314,1,3321226.331,3549176.903,0.93577368,"Jeep Compass, GAC Chuanqi GM8, Buick GL8, Hyundai ix35, Hyundai Tucson"
1/1/2024,Malaysia,175/65R14,14,1107538.635,0.185545939,117568,0,0.106152505,Goodyear,GOODYEAR,Internal,,117568,55419,2,Nexen,3919.62,0.008329625,N'BLUE HD PLUS,37.7185,871.24,2,0,2127944.067,0,"Proton Persona, Proton Saga, Perodua Bezza, Perodua Axia, Perodua Myvi"
1/1/2024,Malaysia,205/55R16,16,195316.2484,0.03272133,24313,299,0.126011022,Goodyear,EAG F1 SPORT,Internal,,24313,1652,5,Sportrak,680.6225,0.003137505,SP716,55.8108,680.6225,1,121696.2411,367007.8969,0.331590252,"Toyota Corolla, Honda Civic, Mitsubishi Xpander, Proton Preve, Proton Exora"
1/1/2024,Malaysia,205/55R16,16,195316.2484,0.03272133,24313,299,0.126011022,Goodyear,ASSU COMFTRED,Internal,,24313,96,6,Tracmax,108.9215,0.000502102,X-PRIVILO TX5,45.9239,108.9215,1,121696.2411,367007.8969,0.331590252,"Toyota Corolla, Honda Civic, Mitsubishi Xpander, Proton Preve, Proton Exora"
1/1/2024,Malaysia,205/55R16,16,195316.2484,0.03272133,24313,299,0.126011022,Goodyear,EAG F1 SPORT,Internal,,24313,1652,5,Falken,3440.464,0.015859707,ZIEX ZE310 ECORUN,71.2373,1005.304,2,121696.2411,367007.8969,0.331590252,"Toyota Corolla, Honda Civic, Mitsubishi Xpander, Proton Preve, Proton Exora"
1/1/2024,Malaysia,205/55R16,16,195316.2484,0.03272133,24313,299,0.126011022,Goodyear,ASSU COMFTRED,Internal,,24313,96,6,Headway,26,0.000119854,HH301,36.8073,12,2,121696.2411,367007.8969,0.331590252,"Toyota Corolla, Honda Civic, Mitsubishi Xpander, Proton Preve, Proton Exora"
1/1/2024,Malaysia,205/55R16,16,195316.2484,0.03272133,24313,299,0.126011022,Goodyear,ASSU TRIPLEMAX2,Internal,,24313,4559,2,Atlander,125.92,0.000580461,TRADE MODEL,57.4049,125.92,1,121696.2411,367007.8969,0.331590252,"Toyota Corolla, Honda Civic, Mitsubishi Xpander, Proton Preve, Proton Exora"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,MASTERCRAFT,MC-440,Others,67.8305,502448,20402,1,Pirelli,30302.7119,0.013238746,CINTURATO P1,77.3231,3717.1341,3,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,MASTERCRAFT,MC-440,Others,67.8305,502448,20402,1,Maxxis,58647.1574,0.025621958,VICTRA M36 PLUS,93.0754,14.8653,16,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Cooper,ZEON ATP,Others,61.2667,502448,365,187,Warrior,43806.8304,0.019138469,WR500,32.7706,591.766,3,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,ASSU DURAPLUS 2,Internal,,502448,152118,2,Continental,138704.3827,0.060597616,TECHCONTACT TC6,74.09,343.4379,16,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,ASSU FUELMAX,Internal,,502448,19,12,Toyo,22572.2,0.009861415,SD-7,58.0201,401.663,5,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,EAG NCT5,Internal,,502448,29172,6,Michelin,319575.1867,0.139617034,PRIMACY 4,126.9937,74965.6782,2,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,OPTILIFE 3 PRO,Internal,,502448,38890,4,Pirelli,30302.7119,0.013238746,CINTURATO P8 ALL SEASON,90.992,1594.9408,6,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,ASSU TRIPLEMAX2,Internal,,502448,35577,5,Kumho,83881.7642,0.036646535,SOLUS HS63,66.1504,1931.7364,8,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,ASSU DURAPLUS 2,Internal,,502448,152118,2,Maxxis,58647.1574,0.025621958,MA-510,84.8303,8888.2377,2,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,EFFIGRIP PERF,Internal,,502448,15043,8,Invovic,4967.5834,0.002170254,EL919,48.7284,297.6339,2,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Cooper,ZEON ATP,Others,61.2667,502448,365,187,Diamond,588.2603,0.000257001,DA330,36.3968,55.9706,2,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,ASSU MAXGUARD,Internal,,502448,39884,3,Giti,162240.29,0.070880059,COMFORT 221V1,74.09,11100.4031,4,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,EAG F1 SPORT,Internal,,502448,17802,7,Michelin,319575.1867,0.139617034,X-ICE SNOW,85.4885,7841.5832,5,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,ASSU MAXGUARD,Internal,,502448,39884,3,Continental,138704.3827,0.060597616,NORTHCONTACT NC7,75.5148,720.8911,11,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,EAG F1 SPORT,Internal,,502448,17802,7,Continental,138704.3827,0.060597616,CONTIPROCONTACT,73.3867,2.1129,18,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,ASSU TRIPLEMAX2,Internal,,502448,35577,5,Landsail,12441.8882,0.005435652,D1D1,49.8683,951.3819,3,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,EFFIGRIP,Internal,,502448,699,11,Westlake,8120.3756,0.003547656,SA07,32.3431,917.2581,5,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,ASSU TRIPLEMAX2,Internal,,502448,35577,5,Maxxis,58647.1574,0.025621958,PREMITRA ICE SP5,48.1209,104.3342,14,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Cooper,ZEON ATP,Others,61.2667,502448,365,187,Vinmax,686.0289,0.000299715,RADIAL V77,25.2069,226.2409,2,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,ASSU TRIPLEMAX2,Internal,,502448,35577,5,Sailun,20715.6852,0.009050335,SA50,41.659,1830.0525,5,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,ASSU COMFTRED,Internal,,502448,2668,10,Hankook,284582.6309,0.124329374,KINERGY 4S 2 H750,48.4826,0.188,16,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,ASSU TRIPLEMAX2,Internal,,502448,35577,5,Nexen,13031.1448,0.005693088,N'PRIZ AH8,54.1427,1035.3774,4,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,ASSU MAXGUARD,Internal,,502448,39884,3,Giti,162240.29,0.070880059,GITICOMFORT WINTER 20,42.7442,2407.7387,10,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Cooper,EVOLUTION C5,Others,63.4257,502448,7423,185,Bridgestone,116302.0061,0.050810394,ECOPIA EP150,85.346,68589.5283,1,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,OPTILIFE 3 PRO,Internal,,502448,38890,4,Warrior,43806.8304,0.019138469,GREEN-R36 PLUS,57.0243,20.1471,6,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,ASSU MAXGUARD,Internal,,502448,39884,3,Chaoyang,74001.3018,0.032329926,RADIAL RP18,51.2931,4986.5226,5,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,EAG NCT5,Internal,,502448,29172,6,Wanda,43.7398,1.91092E-05,WR9096,30.9292,43.7398,1,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,OPTILIFE 3 PRO,Internal,,502448,38890,4,Viking,7673.4738,0.003352412,PROTECH PT6,65.5411,6706.916,1,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,ASSU COMFTRED,Internal,,502448,2668,10,Sakura,415.769,0.000181643,SA-P1,65.5411,151.5422,2,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,ASSU DURAPLUS 2,Internal,,502448,152118,2,Jauto,908.0329,0.000396704,JDH10,44.4489,44.1706,2,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,ASSU DURAPLUS 2,Internal,,502448,152118,2,Westlake,8120.3756,0.003547656,SP 06,51.2931,756.8311,6,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,EAG F1 SPORT,Internal,,502448,17802,7,Landsail,12441.8882,0.005435652,RAPID DRAGON,45.0382,886.622,4,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,ASSU FUELMAX,Internal,,502448,19,12,Hifly,16018.2269,0.006998094,EHF-501,56.8498,8112.2896,1,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Cooper,EVOLUTION C5,Others,63.4257,502448,7423,185,Jinyutires,793.0987,0.000346492,YC02,51.578,258.1473,2,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,OPTILIFE 3 PRO,Internal,,502448,38890,4,Atlas,4059.3898,0.001773479,AS600,40.1466,584.5232,5,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,EFFIGRIP PERF,Internal,,502448,15043,8,Valleystone,1289.4443,0.000563337,VR989,52.5754,1226.4389,1,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,EFFIGRIP PERF,Internal,,502448,15043,8,Minnell,3756.1888,0.001641016,RADIAL P07-N,62.5133,272.2558,3,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Cooper,EVOLUTION C5,Others,63.4257,502448,7423,185,Nankang,2929.3357,0.001279778,N-929,44.0856,305.4837,3,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,ASSU COMFTRED,Internal,,502448,2668,10,Grenlander,12575.5649,0.005494053,WINTER GL868,33.7877,89.3589,4,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,EFFIGRIP PERF,Internal,,502448,15043,8,Maxtrek,7457.8317,0.003258202,TREK M7,31.3458,171.5958,3,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,175/65R14,14,416739.3024,0.004305263,1386,0,0.00332582,Goodyear,OPTILIFE,Internal,41.6681,1386,1386,1,Bridgestone,2453.0698,0.059095468,TECHNO,64.1163,251.2471,2,34.71836411,618181.3444,5.62E-05,"Jianghuai Heyue A13, Toyota Yaris L, Chevrolet Sail, Toyota Vios, Changan Yuexiang V3"
1/1/2024,Mainland China,225/55R18,18,1356455.674,0.014013315,34356,19812,0.039933483,Goodyear,EFFIGRIP PERF,Internal,,34356,20910,1,Bridgestone,14128.6989,0.069551219,DUELER H/L 400,227.6842,3029.1705,3,3321226.331,3549176.903,0.93577368,"Jeep Compass, GAC Chuanqi GM8, Buick GL8, Hyundai ix35, Hyundai Tucson"
1/1/2024,Mainland China,225/55R18,18,1356455.674,0.014013315,34356,19812,0.039933483,Cooper,CS4 TOURING PLUS,Others,78.2219,34356,5018,1,Ilink,111.7455,0.000550089,L-ZEAL 56,62.0162,111.7455,1,3321226.331,3549176.903,0.93577368,"Jeep Compass, GAC Chuanqi GM8, Buick GL8, Hyundai ix35, Hyundai Tucson"
1/1/2024,Mainland China,225/55R18,18,1356455.674,0.014013315,34356,19812,0.039933483,Goodyear,EFFIGRIP PERF SUV,Internal,,34356,4364,2,Chaoyang,9128.6761,0.044937651,SU318 H/T,78.2531,811.1795,4,3321226.331,3549176.903,0.93577368,"Jeep Compass, GAC Chuanqi GM8, Buick GL8, Hyundai ix35, Hyundai Tucson"
1/1/2024,Mainland China,225/55R18,18,1356455.674,0.014013315,34356,19812,0.039933483,Goodyear,UG PERF + SUV,Internal,,34356,30,7,Michelin,39947.6191,0.196649784,PRIMACY 3 ST,162.0006,9178.1702,2,3321226.331,3549176.903,0.93577368,"Jeep Compass, GAC Chuanqi GM8, Buick GL8, Hyundai ix35, Hyundai Tucson"
1/1/2024,Mainland China,225/55R18,18,1356455.674,0.014013315,34356,19812,0.039933483,Cooper,CS4 TOURING PLUS,Others,78.2219,34356,5018,1,Delinte,229.7154,0.001130818,DS2 SUV,72.6652,229.7154,1,3321226.331,3549176.903,0.93577368,"Jeep Compass, GAC Chuanqi GM8, Buick GL8, Hyundai ix35, Hyundai Tucson"
1/1/2024,Mainland China,225/55R18,18,1356455.674,0.014013315,34356,19812,0.039933483,Cooper,WM ICE 600,Others,,34356,3447,16,Giti,13227.9737,0.065117227,GITICOMFORT 225V1,70.9255,1205.4738,2,3321226.331,3549176.903,0.93577368,"Jeep Compass, GAC Chuanqi GM8, Buick GL8, Hyundai ix35, Hyundai Tucson"
1/1/2024,Mainland China,225/55R18,18,1356455.674,0.014013315,34356,19812,0.039933483,Cooper,EVOLUTION CTT,Others,,34356,3343,17,Toyo,42.3466,0.000208459,PROXES C100 PLUS SUV,118.9896,42.3466,1,3321226.331,3549176.903,0.93577368,"Jeep Compass, GAC Chuanqi GM8, Buick GL8, Hyundai ix35, Hyundai Tucson"
1/1/2024,Mainland China,225/55R18,18,1356455.674,0.014013315,34356,19812,0.039933483,Goodyear,EFFIGRIP PERF SUV,Internal,,34356,4364,2,Cooper,983.3983,0.004840966,CS4 TOURING PLUS,78.2219,407.6821,1,3321226.331,3549176.903,0.93577368,"Jeep Compass, GAC Chuanqi GM8, Buick GL8, Hyundai ix35, Hyundai Tucson"
1/1/2024,Mainland China,225/55R18,18,1356455.674,0.014013315,34356,19812,0.039933483,Goodyear,OPTILIFE 3 SUV,Internal,211.7438,34356,3368,4,Hankook,20893.4789,0.10285214,DYNAPRO HP2 RA33,90.2054,10683.5601,1,3321226.331,3549176.903,0.93577368,"Jeep Compass, GAC Chuanqi GM8, Buick GL8, Hyundai ix35, Hyundai Tucson"
1/1/2024,Mainland China,225/55R18,18,1356455.674,0.014013315,34356,19812,0.039933483,Goodyear,UG PERF + SUV,Internal,,34356,30,7,Warrior,137.172,0.000675255,SR1 HP,87.0655,137.172,1,3321226.331,3549176.903,0.93577368,"Jeep Compass, GAC Chuanqi GM8, Buick GL8, Hyundai ix35, Hyundai Tucson"
1/1/2024,Mainland China,225/55R18,18,1356455.674,0.014013315,34356,19812,0.039933483,Cooper,DISCOV ATT,Others,,34356,4943,15,Yokohama,4209.5193,0.020722163,ADVAN DB V552 SUV,89.976,66.2475,3,3321226.331,3549176.903,0.93577368,"Jeep Compass, GAC Chuanqi GM8, Buick GL8, Hyundai ix35, Hyundai Tucson"
1/1/2024,Mainland China,225/55R18,18,1356455.674,0.014013315,34356,19812,0.039933483,Goodyear,EAG LS2,Internal,,34356,1021,5,Fronway,67.143,0.000330524,EURUS 08,55.2952,67.143,1,3321226.331,3549176.903,0.93577368,"Jeep Compass, GAC Chuanqi GM8, Buick GL8, Hyundai ix35, Hyundai Tucson"
1/1/2024,Mainland China,225/55R18,18,1356455.674,0.014013315,34356,19812,0.039933483,Goodyear,EFFIGRIP PERF,Internal,,34356,20910,1,Ecovision,471.6497,0.002321786,VI-786HP,64.1163,471.6497,1,3321226.331,3549176.903,0.93577368,"Jeep Compass, GAC Chuanqi GM8, Buick GL8, Hyundai ix35, Hyundai Tucson"
1/1/2024,Malaysia,175/65R14,14,1107538.635,0.185545939,117568,0,0.106152505,Goodyear,GOODYEAR,Internal,,117568,55419,2,Silverstone,5702.0012,0.012117382,POWERBLITZ 1800,32.4441,3784.2028,1,0,2127944.067,0,"Proton Persona, Proton Saga, Perodua Bezza, Perodua Axia, Perodua Myvi"
1/1/2024,Malaysia,205/55R16,16,195316.2484,0.03272133,24313,299,0.126011022,Goodyear,ASSU TRIPLEMAX2,Internal,,24313,4559,2,Viking,4700.407,0.021667739,PROTECH PT5,67.2344,1418.005,2,121696.2411,367007.8969,0.331590252,"Toyota Corolla, Honda Civic, Mitsubishi Xpander, Proton Preve, Proton Exora"
1/1/2024,Malaysia,205/55R16,16,195316.2484,0.03272133,24313,299,0.126011022,Cooper,ZEON RS3-G1,Others,,24313,299,1,Kustone,152.7937,0.000704342,QUIET Q7,47.5689,152.7937,1,121696.2411,367007.8969,0.331590252,"Toyota Corolla, Honda Civic, Mitsubishi Xpander, Proton Preve, Proton Exora"
1/1/2024,Malaysia,205/55R16,16,195316.2484,0.03272133,24313,299,0.126011022,Goodyear,ASSU MAXGUARD,Internal,,24313,11119,1,Sonix,255.36,0.001177148,PRIMESTAR 66,45.6234,255.36,1,121696.2411,367007.8969,0.331590252,"Toyota Corolla, Honda Civic, Mitsubishi Xpander, Proton Preve, Proton Exora"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,ASSU DURAPLUS 2,Internal,,502448,152118,2,Wanli,15526.7963,0.006783397,AP028,65.5411,2615.3227,2,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,MASTERCRAFT,MC-440,Others,67.8305,502448,20402,1,Maxxis,58647.1574,0.025621958,EC1,55.1328,1202.1078,9,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,MASTERCRAFT,MC-440,Others,67.8305,502448,20402,1,Chaoyang,74001.3018,0.032329926,RADIAL RP59,56.9923,1363.0645,9,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,ULTRA GRIP ICE+,Internal,,502448,10853,9,Continental,138704.3827,0.060597616,CONTIPREMIUMCONTACT 2,109.1904,555.7894,13,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
1/1/2024,Mainland China,205/55R16,16,11766920.88,0.121562073,502448,51586,0.047084025,Goodyear,ASSU TRIPLEMAX,Internal,,502448,159723,1,Yokohama,50119.7212,0.021896465,ADVAN DB DECIBEL V551,88.1956,1736.1194,8,1096118.605,22443932.02,0.048838083,"Hyundai Elantra Langdong, Toyota Corolla, Ford Escort, Volkswagen Lavida, Hyundai Elantra Lingdong"
